Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
Capri Global Capital Ltd,CGCL,Consumer Finance,13058.33003,743.05,63.68674421,33.09351339,0,981.79,272.63,67.59,0.730166079,-0.014772417,0.001485663,0,0,0,0,205.04,27.76866743,13.30053273,0.020877861,-0.901537428,0.716879325,-0.716879325,-9.02568372
Bajaj Electricals Ltd,BAJAJELEC,Home Electronics & Appliances,13056.18716,1138.85,101.5887579,2.607733497,12.93187335,4881.35,166.29,37.77,-0.102215896,0.294937,-0.045309276,-0.046511468,66.66666667,12,11.95504237,128.52,3.406639557,2.674708259,0.01273649,3.971888082,0.147411828,-0.10090036,-23.51570461
Sanofi India Ltd,SANOFI,Pharmaceuticals,13049.09725,5668.5,13.81734143,7.665833327,-19.80143174,3520.2,1257.6,313.2,-0.318271908,-0.452349919,-0.577661341,0,87.5,7,19.85534092,944.4,35.72524288,3.70691928,0.096374483,-0.27884704,-1.348283168,1.348283168,5.070192811
Sheela Foam Ltd,SFL,Home Furnishing,13012.47115,2682.65,59.87700694,11.75524156,7.452866248,3060.97,296.36,79.04,-0.109604187,0.053834539,-0.06012364,0,75,3,26.92673289,217.32,9.681898222,4.251093983,0.022775075,-0.130455656,-0.115893288,0.115893288,-12.61036442
Shriram City Union Finance Ltd,SHRIRAMCIT,Consumer Finance,12872.09589,1921.8,11.17592566,8.490009165,0,7077.49,1568.6,416.83,1.531815857,1.911011961,1.344863765,-0.092233319,80,8,15.51670309,1151.77,22.16322453,1.818737418,0.121860497,1.312172285,4.787691583,-4.695458264,4.271790685
Castrol India Ltd,CASTROLIND,Commodity Chemicals,12846.56435,128.75,16.94596202,4.165821747,14.3535299,4240.49,1029.28,271.19,-0.136291426,0.187264491,0.019529838,0,57.14285714,4,5.242718447,758.09,24.2726666,3.029499975,0.080121033,-0.400848323,0.070502903,-0.070502903,1.74908979
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,Fertilizers & Agro Chemicals,12829.33125,306.45,8.192525608,16.40623821,42.15442119,16443.21,2230.9,664.92,2.039164316,-2.350264646,1.85031156,0,100,4,29.71120901,1565.98,13.56730225,0.780220605,0.173890592,2.877667439,1.53921123,-1.53921123,2.447913827
Central Depository Services (India) Ltd,CDSL,Stock Exchanges & Ratings,12800.98659,1234.45,41.13691944,26.52652196,-7.658029378,605.9,408.55,97.37,0.031030622,-0.119010526,-0.413296651,0,42.85714286,3,-0.360484426,311.18,67.42861858,21.12722659,0.031915509,-0.963151964,-0.501276555,0.501276555,6.206817656
Suzlon Energy Ltd,SUZLON,Renewable Energy Equipment & Services,12781.27159,8.75,-64.03763511,-12.18194875,0,6687.09,0.4,199.99,0,0,0,0,0,0,0,-199.59,0.005981675,1.911335363,3.13E-05,10.03662321,0,0,18.52006
Global Health Ltd,MEDANTA,Hospitals & Diagnostic Centres,12632.5904,471.3,64.38629154,0,0,2205.82,280.56,84.36,0,0,0,0,0,0,0,196.2,12.71907953,5.726936196,0.022209222,-0.670137534,0,0,-13.08433739
RHI Magnesita India Ltd,RHIM,Cement,12516.20067,765.5,46.53035679,30.60104995,18.17887071,2004.8,357.47,88.48,0.128728399,0.265041444,0.064062329,0,100,2,-3.984323971,268.99,17.8307063,6.243116855,0.028560584,-0.091131643,0.457832172,-0.457832172,-7.083237489
Century Plyboards (India) Ltd,CENTURYPLY,Wood Products,12501.44853,553.1,39.93307524,10.62629781,20.94397215,3050.09,468.2,155.14,0.538813471,-0.057651922,0.349436716,0,86.66666667,13,31.07937082,313.06,15.35036671,4.098714638,0.03745166,0.521393655,0.830598265,-0.830598265,-5.807679152
Shree Renuka Sugars Ltd,RENUKA,Sugar,12466.07876,58.15,-89.98180137,-11.85888417,0,6501.64,-138.57,-0.03,0.813931888,1.427176178,0.002189111,0,0,0,0,-138.54,-2.131308408,1.917374502,-0.011115765,1.131622346,2.243297177,-2.243297177,22.80635312
Aditya Birla Sun Life Amc Ltd,ABSLAMC,Asset Management,12460.65168,432.9,18.5208634,6.784012243,-8.415156227,1408.53,894.72,221.93,-0.173651389,0.227741319,-0.445653819,0,85.71428571,6,15.5001155,672.79,63.52154374,8.846564631,0.071803628,-0.783357737,-0.391563889,0.391563889,10.95643968
TTK Prestige Ltd,TTKPRESTIG,Home Electronics & Appliances,12392.8862,894.55,40.65374031,8.334656624,10.78513146,2757.5,410.58,105.74,0.439868204,-0.130740743,-0.014556969,0,75,6,17.15387625,304.84,14.88957389,4.494247035,0.033130297,0.957714781,0.294570492,-0.294570492,-6.127970287
Hitachi Energy India Ltd,POWERINDIA,Heavy Electrical Equipments,12352.11176,2959.4,60.72817973,0,-3.97152454,4986.75,276.59,73.19,5.610361082,-0.168945659,0.551568573,0,66.66666667,2,35.90592688,203.4,5.54649822,2.476986366,0.022392123,0.80843155,5.992983996,-5.992983996,-12.09506649
Glenmark Pharmaceuticals Ltd,GLENMARK,Pharmaceuticals,12191.40947,438.3,12.94630874,6.467224058,2.578103639,12471.57,1441.23,499.54,0.407185565,-1.092051294,0.446970706,0,55.55555556,10,8.829568789,941.69,11.55612325,0.977536066,0.118216848,1.500941495,-0.237895023,0.237895023,-0.031784755
KIOCL Ltd,KIOCL,Iron & Steel,12181.73365,200.55,38.86836302,24.55983516,0,3080.74,411.03,97.62,0.000599588,0,-1.65E-07,0,0,0,0,313.41,13.34192434,3.954158303,0.033741503,-0.752978975,0.000599423,-0.000599423,-6.569704557
NLC India Ltd,NLCINDIA,Metals - Diversified,12133.31562,87.35,11.10529817,2.821654457,0,13637.38,2603.14,1510.57,-0.157988689,-0.054726306,0.143908071,0,0,0,0,1092.57,19.08827062,0.889710166,0.214544819,3.426657232,-0.068806924,0.068806924,2.83520569
Tata Investment Corporation Ltd,TATAINVEST,Asset Management,11942.76118,2351.1,55.73957425,0.154468856,0,271.86,245.94,31.68,-0.032172951,-0.46420521,0.00159501,0,0,0,0,214.26,90.46568087,43.92982116,0.020593228,-0.980065086,-0.494783151,0.494783151,8.312814595
Krishna Institute of Medical Sciences Ltd,KIMS,Hospitals & Diagnostic Centres,11883.97814,1506,35.72087571,24.14481003,34.21694633,1680.6,456.86,124.17,5.191473057,1.808774245,2.736248348,0,83.33333333,5,11.58698539,332.69,27.18433893,7.071271058,0.038443356,5.181858309,9.73649565,-9.73649565,1.595454294
Alembic Pharmaceuticals Ltd,APLLTD,Pharmaceuticals,11788.27256,597.6,22.62884892,11.50623826,3.906651109,5356.25,620.11,99.17,0.39565,-0.617987736,0.34221424,0,27.77777778,5,9.270414993,520.94,11.57731622,2.200844352,0.052603975,2.187105796,0.119876504,-0.119876504,-2.1861376
Blue Star Ltd,BLUESTARCO,Home Electronics & Appliances,11752.00331,1224.65,70.07336061,6.594288756,23.98497959,6082.39,250.9,83.19,1.016478537,-0.462312351,1.090896673,0,68.42105263,13,10.56220145,167.71,4.125023223,1.932135774,0.021349552,0.135568728,1.645062859,-1.645062859,-16.04192645
Easy Trip Planners Ltd,EASEMYTRIP,Tour & Travel Services,11718.50915,66.35,110.6563659,18.10890516,77.81069827,249.76,143.55,37.65,0.130217221,-0.921406415,0.056851213,0,33.33333333,1,-24.64204974,105.9,57.47517617,46.91907892,0.012249852,-0.958937194,-0.734337981,0.734337981,-13.71861623
Suven Pharmaceuticals Ltd,SUVENPHAR,Pharmaceuticals,11669.18965,460.45,25.71495548,0,-7.044733819,1453.71,667.57,213.78,3.912947861,-0.912872312,1.959286179,0,100,5,30.85025519,453.79,45.92181384,8.027178495,0.057207914,4.820427611,4.959361728,-4.959361728,7.496661925
Aegis Logistics Ltd,AEGISCHEM,Oil & Gas - Storage & Transportation,11648.53432,316.9,32.5824014,3.477738702,87.82282449,4669.72,471.98,114.47,1.070452707,0.350081481,0.650108832,0,50,2,-5.332912591,357.51,10.10724412,2.494482393,0.040518402,2.212277552,2.07064302,-2.07064302,-4.548059178
Computer Age Management Services Ltd,CAMS,Diversified Financials,11538.73577,2353.65,40.21165978,14.40898572,7.498867241,926.94,382.65,95.7,0.211141543,3.936210705,-0.001360932,-3.818100384,71.42857143,5,17.26467402,286.95,41.28098906,12.44820136,0.033162212,-0.801499876,4.145991316,-0.327890932,1.10345518
Aster DM Healthcare Ltd,ASTERDM,Hospitals & Diagnostic Centres,11537.94179,233.35,21.93566757,9.438911874,11.69561152,10304.48,636.85,110.86,-0.667183156,0.333780062,-0.683098656,0,90,9,15.706021,525.99,6.180321569,1.119701507,0.055196153,10.11666343,-1.01650175,1.01650175,-1.66379608
POWERGRID Infrastructure Investment Trust,PGINVIT,Power Transmission & Distribution,11516.94988,127.5,22.72304845,0,0,1243.41,527.57,20.73,-0.528964201,-0.216769531,-0.115162739,0,0,0,0,506.84,42.4292872,9.262391231,0.045808135,-0.879333067,-0.860896471,0.860896471,4.491502304
Westlife Development Ltd,WESTLIFE,Restaurants & Cafes,11502.15081,724.65,-6887.515454,11.02829357,43.95691391,1604.23,-2.07,-0.4,0.79399285,0.322558272,2.212836259,-0.660321485,82.35294118,14,17.09100945,-1.67,-0.129033867,7.169888863,-0.000179966,0.29018586,3.329387381,-2.669065896,1722.751498
G R Infraprojects Ltd,GRINFRA,Construction & Engineering,11477.42736,1210.6,13.79647721,20.00094044,1.781589847,8524.97,1098.84,266.93,5.986304959,0.399621425,6.079777836,-6.799991023,69.23076923,9,21.84040971,831.91,12.88966413,1.346330528,0.095739225,4.314057211,12.46570422,-5.665713197,3.968237087
BASF India Ltd,BASF,Diversified Chemicals,11420.89733,2623.45,19.19994844,20.82245233,7.804791155,13136.29,759.92,165.08,-0.259321567,0.073703427,0.034930753,0,100,1,67.90866988,594.84,5.784890559,0.869415743,0.066537679,0.540919206,-0.150687387,0.150687387,-3.256206516
Suzlon Energy Ltd,SUZLONPP,NULL,11410.7388,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
PVR Ltd,PVR,Theatres,11407.97496,1867.25,-23.36550664,-5.351637244,127.4414198,1657.13,-680.71,-192.47,0.868829335,-0.150763457,2.476091572,-0.016288055,88.46153846,23,17.98098808,-488.24,-41.07764629,6.884176232,-0.059669661,NULL,3.19415745,-3.177869395,NULL
Allcargo Logistics Ltd,ALLCARGO,Logistics,11407.49775,432.45,12.32270505,29.22387715,1.081884325,20296.07,1250.15,324.42,0.118645629,-0.10849404,0.067710635,0,50,1,14.00161868,925.73,6.159566852,0.562054514,0.109590204,11.24772347,0.077862224,-0.077862224,1.290611875
Brigade Enterprises Ltd,BRIGADE,Real Estate,11262.82078,488.55,136.0737076,8.310835392,14.59124375,3068.21,-15.04,-97.81,0.586954616,0.128673075,0.055911485,-0.027101325,92.85714286,13,20.97021799,82.77,-0.49018809,3.670811574,-0.001335367,-0.848827384,0.771539176,-0.744437851,-34.16029597
Aether Industries Ltd,AETHER,Specialty Chemicals,11118.28197,900.4,102.0681352,0,19.48295493,597.24,146.47,37.54,0.067130628,-0.312259522,0.163349641,0,66.66666667,2,17.72545535,108.93,24.52447927,18.61610403,0.013173798,-0.805345788,-0.081779253,0.081779253,-19.60769524
Mahindra CIE Automotive Ltd,MAHINDCIE,Auto Parts,11111.66762,287,28.28115964,9.550065561,26.45230059,8443.5,665,272.1,-0.432917146,0.414377481,-0.213479361,0.089709443,85.71428571,6,31.70731707,392.9,7.875880855,1.316002561,0.059847003,13.13753265,-0.232019026,0.142309583,-1.87494129
Tanla Platforms Ltd,TANLA,Software Services,11106.07449,788.85,20.59464552,40.82331146,11.06886813,3222.1,674.11,134.84,-2.673926123,-0.72881446,-0.045849026,0,100,2,25.18222729,539.27,20.92144874,3.446843515,0.060697414,-0.618392847,-3.448589609,3.448589609,-0.935044808
Hindustan Copper Ltd,HINDCOPPER,Mining - Copper,11066.32527,114.5,29.6025607,8.593626033,0,1872.17,381.85,8.02,0.341274253,0.64982512,0.599752838,0,0,0,0,373.83,20.39611787,5.910961756,0.034505583,-0.418959685,1.590852211,-1.590852211,-2.008637575
HFCL Ltd,HFCL,Telecom Equipments,11056.33166,80.4,35.31020586,17.24799089,0,4770.18,442.12,129,2.030757686,-0.088546154,0.550722205,0,0,0,0,313.12,9.268413351,2.317801773,0.039987947,1.547941693,2.492933737,-2.492933737,-5.50022927
Amara Raja Batteries Ltd,AMARAJABAT,Batteries,10999.38651,646.25,21.45928655,10.33524545,17.93058906,8775.13,691.12,178.55,-0.806259495,0.128756385,-0.8238191,0,41.17647059,7,-7.930367505,512.57,7.875894716,1.25347277,0.062832595,0.839580477,-1.50132221,1.50132221,-3.561283392
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines",10947.21954,173.95,-112.3137328,-7.578551688,44.74294708,1099.19,-93.33,4.14,0.493372836,-0.054989398,1.678843992,0,100,2,32.22190285,-97.47,-8.490797769,9.959351468,-0.008525452,-0.874738038,2.11722743,-2.11722743,26.26635611
Sundaram Clayton Ltd,SUNCLAYLTD,Auto Parts,10924.96904,5323.65,24.78778653,13.43232145,0,25676.52,1184.2,743.46,-0.165277083,0.054107127,-0.207922219,0,0,0,0,440.74,4.611995707,0.425484802,0.1083939,22.35949199,-0.319092175,0.319092175,0.466152248
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,Diversified Financials,10887.46165,581.2,10.64195183,40.52283553,0,14734.98,3043.56,2020.49,0.913798077,-0.063060014,0.187437543,-0.00147351,66.66666667,2,37.64624914,1023.07,20.65533852,0.738885404,0.279547253,-0.426130177,1.038175606,-1.036702096,2.65635803
V Guard Industries Ltd,VGUARD,Electrical Components & Equipments,10887.44729,252.35,47.81697612,10.83535157,15.0970535,3510.95,293.97,66.28,-0.045083036,0.531185125,0.060818762,-0.017890496,45.45454545,10,7.786804042,227.69,8.372947493,3.100997533,0.02700082,-0.761726857,0.546920851,-0.529030355,-9.914708658
ITI Ltd,ITI,Telecom Equipments,10844.06733,115.2,90.60128107,0.446519054,0,2115.3,119.69,0,0.000630571,0.020096849,0.000630571,0,0,0,0,119.69,5.658299059,5.126491434,0.011037372,-0.397513493,0.021357991,-0.021357991,-21.32978438
E I D-Parry (India) Ltd,EIDPARRY,Sugar,10838.96876,595.95,11.95259173,10.32544194,15.07128566,23781.78,2129.11,1222.28,0.019357818,1.304171264,0.035242733,-0.059921583,100,1,15.61372598,906.83,8.952694037,0.455767767,0.196431049,10.24274571,1.358771815,-1.298850232,2.150404958
Bharat 22 ETF,ICICIB22,Equity,10739.05469,57.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
KEC International Ltd,KEC,Construction & Engineering,10682.56075,415.75,32.16863633,9.815302882,19.2146668,13755.69,399.43,67.35,0.06174375,-0.59591027,0.621802145,0,66.66666667,14,17.73902586,332.08,2.903743833,0.776592141,0.037390848,NULL,0.087635625,-0.087635625,NULL
Bikaji Foods International Ltd,BIKAJI,FMCG - Foods,10656.93062,434.65,136.7149534,0,0,1621.45,105.01,27.06,0,0,0,0,0,0,0,77.95,6.476302075,6.572469469,0.009853681,-0.882125142,0,0,-32.78019412
Nippon India ETF Bank BeES,BANKBEES,Equity,10625.94809,435.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Akzo Nobel India Ltd,AKZOINDIA,Specialty Chemicals,10468.04683,2304.35,36.08427034,3.763347864,22.17250181,3173.3,366.8,76.7,-0.76777468,0.372849867,0.296877619,0,50,1,10.66027296,290.1,11.55894495,3.298788904,0.035039966,NULL,-0.098047194,0.098047194,NULL
V I P Industries Ltd,VIPIND,Apparel & Accessories,10362.69316,727.75,154.8288236,0.663443841,59.43493706,1325.87,86.16,19.23,-0.213267272,0.111089953,-1.007639603,0.534036513,100,7,14.94331845,66.93,6.498374652,7.815768635,0.008314441,-0.582179435,-1.109816922,0.575780409,-37.50561133
Natco Pharma Ltd,NATCOPHARM,Pharmaceuticals,10345.28893,562.9,60.85464075,0.095192471,43.66865642,2043.8,202.2,32.2,-0.986170551,0.014402612,0.879061088,0,35.71428571,5,18.84881862,170,9.893335943,5.061791237,0.019545128,0.541478425,-0.092706851,0.092706851,-12.62813331
Mangalore Refinery and Petrochemicals Ltd,MRPL,Oil & Gas - Refining & Marketing,10325.87816,57.75,3.490512415,8.808497733,0,69832.82,2711.33,-246.94,-1.206468148,-0.030086863,-0.725675732,0,33.33333333,1,3.896103896,2958.27,3.882601333,0.147865691,0.262576215,33.168128,-1.962230743,1.962230743,7.899496543
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches",10279.41376,99.85,45.84725818,7.412682786,26.67678068,10856.22,298.85,74.64,0.623528658,-0.020544767,0.620895201,0,100,6,39.20881322,224.21,2.752799777,0.946868593,0.02907267,-0.84453986,1.223879092,-1.223879092,-10.67877979
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,Fertilizers & Agro Chemicals,10083.36902,789.7,14.86630548,13.09315595,27.46359907,7707.22,1012.53,334.26,4.883146782,0.30977367,-0.093186533,-2.127806753,100,1,13.96732937,678.27,13.13742179,1.308301699,0.100415843,-0.290064129,5.099733919,-2.971927166,0.770196526
Zydus Wellness Ltd,ZYDUSWELL,FMCG - Foods,10044.84226,1575.3,32.52126222,34.24347515,12.3545432,2019.5,306.02,-2.85,-1.324380961,0.858066326,0.668704484,0.215567151,88.88888889,8,26.95994414,308.87,15.15325576,4.973925358,0.030465386,-0.737972966,0.202389849,-0.417957,-4.475897395
Housing and Urban Development Corporation Ltd,HUDCO,Specialized Finance,9963.969856,48.75,5.805122235,13.99997069,0,6997.66,2345.75,629.34,-0.20266302,0.021584495,-0.20266302,0,0,0,0,1716.41,33.52192018,1.423900255,0.235423233,2.465045803,-0.383741545,0.383741545,7.449525552
Galaxy Surfactants Ltd,GALAXYSURF,Specialty Chemicals,9928.594318,2801.9,37.78291467,11.23364854,25.48874864,3698.22,329.31,66.53,-0.886501759,0.810159383,-0.821379318,-0.00022564,50,4,10.58567401,262.78,8.904554083,2.684695426,0.033167837,-0.471506189,-0.897721694,0.897947334,-7.561897118
CESC Ltd,CESC,Power Generation,9923.05293,74.9,7.30673156,8.921040531,4.253156415,13556.52,1915.48,557.41,0.704287587,-0.661769892,0.86588745,0,92.85714286,13,34.17890521,1358.07,14.12958488,0.731976417,0.193033335,2.665687817,0.908405145,-0.908405145,2.59923657
Great Eastern Shipping Company Ltd,GESHIP,Oil & Gas - Storage & Transportation,9886.173487,686.65,15.70031363,0.254637352,43.93096982,3669.12,619.68,-10,-2.053799333,1.858030924,-1.788905783,0,100,2,9.225952086,629.68,16.88906332,2.694426317,0.062681481,-0.729346469,-1.984674192,1.984674192,-0.381317743
Vardhman Textiles Ltd,VTL,Textiles,9860.361815,344,6.374313503,8.349890628,0.985784713,9886.54,2070.88,523.99,0.164034679,-0.510415539,0.183162231,0.839730976,60,3,11.04651163,1546.89,20.94645852,0.997352139,0.210020691,1.694526208,-0.163218629,-0.676512347,4.025863149
Finolex Industries Ltd,FINPIPE,Building Products - Pipes,9816.934178,158.85,9.337633453,14.14529599,-14.27882173,5105.61,1383.07,331.74,-0.012854467,-0.105704176,-0.400530943,0,61.53846154,8,1.353478124,1051.33,27.08922146,1.922774003,0.140886144,-0.483579695,-0.519089586,0.519089586,4.187229683
Fertilisers And Chemicals Travancore Ltd,FACT,Fertilizers & Agro Chemicals,9749.236225,148,27.59634348,18.46126474,0,4542.45,353.28,0,8.562301139,0,0.000591433,0,0,0,0,353.28,7.777300796,2.146250641,0.036236685,-0.110302197,8.562892572,-8.562892572,-2.841613077
Motilal Oswal Financial Services Ltd,MOTILALOFS,Diversified Financials,9743.991868,660.35,7.439411098,17.56267909,-32.2820574,4319.83,1615.81,306.03,0.996383611,-0.506168372,0.976628459,0.073017093,100,3,40.834406,1309.78,37.40448119,2.255642437,0.165826288,-0.049008795,1.466843698,-1.539860791,7.84572625
Tejas Networks Ltd,TEJASNET,Telecom Equipments,9717.203921,619.9,-154.9546152,-7.632212763,0,593.89,-117.13,-54.42,0.145683228,0.507022387,-0.015180294,-0.201824339,0,0,0,-62.71,-19.72250754,16.36195915,-0.012053879,-0.862520053,0.637525321,-0.435700982,33.75177823
Brookfield India Real Estate Trust REIT,BIRET,Real Estate,9717.19003,289.99,39.45746551,0,47.10818656,899.21,224.19,-22.08,0.267293212,0.385862692,-0.088075018,0,72.72727273,8,17.40844196,246.27,24.93188465,10.8063634,0.023071485,0.514101938,0.565080886,-0.565080886,-3.361599508
Manappuram Finance Ltd,MANAPPURAM,Consumer Finance,9652.043648,113.55,7.265643154,12.43896221,-29.54171509,6126.32,1783.54,455.09,-1.322234841,-0.541566463,-1.008908221,0.037925567,86.66666667,13,28.13738441,1328.45,29.11274631,1.575504324,0.184783665,5.813002524,-2.872709525,2.834783958,6.19684904
India Grid Trust,INDIGRID,Power Transmission & Distribution,9591.90281,136.98,27.53129394,0,5.692132704,2274.44,349.26,0.86,0,0,0,0,0,0,4.632552676,348.4,15.35586782,4.21725911,0.036411962,-0.628742867,0,0,-3.201042247
UTI Asset Management Company Ltd,UTIAMC,Asset Management,9581.874688,748.35,17.9338462,6.944573145,-5.972409532,1327.27,660.18,125.89,-0.026676382,-23.0347732,-0.068904954,0,87.5,7,18.92830895,534.29,49.73969125,7.219235489,0.068898835,-0.41644097,-23.13035454,23.13035454,2.064762385
Balaji Amines Ltd,BALAMINES,Specialty Chemicals,9483.567509,2928.55,25.74118536,27.9125345,13.09932978,2327.6,578.29,209.87,0.05995494,0.040511095,0.027761489,0,100,3,51.18403305,368.42,24.84490462,4.074397452,0.060978108,0.753674836,0.128227524,-0.128227524,-0.003594594
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Fertilizers & Agro Chemicals,9424.839683,597.9,5.510280975,11.63275809,0,8851.71,2298.05,587.64,-0.37651305,-0.271209819,1.220555176,0,0,0,0,1710.41,25.96165035,1.064747906,0.243829081,2.802934353,0.572832307,-0.572832307,5.956784008
Poly Medicure Ltd,POLYMED,Health Care Equipment & Supplies,9366.514352,975.15,63.93088767,15.48801637,13.81966141,963.41,195.25,48.74,0.128736387,0.680185752,0.105169394,-0.009870327,75,3,8.444854638,146.51,20.26655318,9.722251536,0.020845535,-0.891161143,0.914091533,-0.904221206,-10.91035102
