"Company_Name","Ticker","Sub_Sector","Market_Cap","Close_Price","PE_Ratio","5Y_Historical_Revenue_Growth","1Y_Forward_Revenue_Growth","Total_Revenue","PBT","Taxes_And_Other_Items","DII_Holding_Change_3M","FII_Holding_Change_3M","MF_Holding_Change_3M","Promoter_Holding_Change_3M","Percentage_Buy_Records","No_Of_Analysts_With_Buy_Reco","Percentage Upside"
"Heera Ispat Ltd","HEERAISP","Iron & Steel",4.156848344,6.72,-37.7895304,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Virtualsoft Systems Ltd","VIRTUALS","Telecom Infrastructure",4.1499328,4.03,-2.530446829,-18.7936323,0.0,3.09,-2.77,-1.13,0.041757303,0.0,0.0,0.0,0.0,0,0.0
"Crimson Metal Engineering Company Ltd","CRIMSON","Iron & Steel",4.144801752,9.36,5.246584496,-26.81601616,0.0,9.68,0.1,-0.69,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rainbow Denim Ltd","RAINBOWDQ","",4.142244609,3.27,-1.840997604,-43.22669154,0.0,11.37,-2.25,0.0,-0.00030112,0.0,0.0,0.0,0.0,0,0.0
"Jolly Merchants Ltd","RGRL","Agricultural & Farm Machinery",4.127374989,8.55,8.598697894,106.9935054,0.0,1.52,0.48,0.0,0.0,0.0,0.0,-4.037267081,0.0,0,0.0
"Multipurpose Trading and Agencies Ltd","ZMULTIPU","Specialized Finance",4.111183914,8.49,27.40789276,0.0,0.0,0.33,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Vaghani Techno Build Ltd","VAGHANI","Real Estate",4.111093963,8.26,68.51823272,-53.38734503,0.0,0.18,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Prashant India Ltd","PRSNTIN","Textiles",4.106116417,9.7,-27.37410945,-4.746193562,0.0,1.09,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SW Investments Ltd","SW1","Consumer Finance",4.0635,45.15,14.5125,2.605717936,0.0,0.58,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"Fundviser Capital (India) Ltd","FUNDVISER","",4.05676391,11.0,-135.2254637,-16.40760216,0.0,0.2,-0.01,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Chamak Holdings Ltd","CHAMAK","Plastic Products",4.05625,12.5,7.11622807,18.35203998,0.0,57.82,0.89,0.32,0.0,0.0,0.0,0.0,0.0,0,0.0
"Lead Financial Services Ltd","LEADFIN","Diversified Financials",4.040273,12.25,44.89192222,1.102855418,0.0,4.31,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Vision Corporation Ltd","VISIONCO","Movies & TV Serials",4.031737904,1.95,100.7934476,5.361916745,0.0,2.48,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"CDG Petchem Ltd","CDG","",4.029304046,13.75,-1.744287466,66.35412076,0.0,53.89,-2.19,0.12,0.0,0.0,0.0,0.0,0.0,0,0.0
"Atharv Enterprises Ltd","ATHARVENT","Commodities Trading",4.009789802,2.36,80.19579605,-10.92997839,0.0,0.74,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Tavernier Resources Ltd","TAVERNIER","Precious Metals, Jewellery & Watches",3.993972,6.68,36.30883636,2.700074378,0.0,4.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rama Petrochemicals Ltd","RAMAPETRO","",3.976180328,3.8,-132.5393443,29.199401,0.0,1.8,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Thirdwave Financial Intermediaries Ltd","THIRDFIN","Commodities Trading",3.97368,17.1,66.228,36.99334294,0.0,1.93,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Dhruva Capital Services Ltd","DHRUVCA","Specialized Finance",3.951002606,12.0,39.51002606,0.787498852,0.0,0.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ganga Pharmaceuticals Ltd","GANGAPHARM","Pharmaceuticals",3.939655,9.7,65.66091667,-2.802591387,0.0,2.75,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shricon Industries Ltd","SHRICON","Real Estate",3.937,31.75,10.36052632,20.6415936,0.0,0.92,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Pankaj Piyush Trade and Investment Ltd","PANKAJPIYUS","Investment Banking & Brokerage",3.91184379,102.7,-97.79609475,-24.8657225,0.0,2.04,-0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"CKP Leisure Ltd","CKPLEISURE","Hotels, Resorts & Cruise Lines",3.901932,3.3,-0.643883168,0.0,0.0,1.28,-6.13,-0.07,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nippon India ETF Shariah BeES","SHARIABEES","Equity",3.899409808,430.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jhaveri Credits and Capital Ltd","JHACC","Investment Banking & Brokerage",3.856464415,5.85,13.29815316,42.88891754,0.0,9.59,0.35,0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"S R Industries Ltd","SRIND","Footwear",3.834219077,1.95,-1.469049455,-20.52176605,0.0,14.29,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hanman Fit Ltd","HANMAN","Wellness Services",3.8325,3.65,-7.821428571,-60.45460733,0.0,0.1,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Elango Industries Ltd","ELANGO","Power Infrastructure",3.821625718,10.5,-8.492501596,6.13767528,0.0,0.66,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"RSC International Ltd","RSCINT","Textiles",3.821444119,6.65,-382.1444119,24.57309396,0.0,0.27,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mathew Easow Research Securities Ltd","MATHEWE","",3.801704499,5.72,31.68087082,16.95974801,0.0,3.48,0.2,0.08,0.003007519,0.0,0.0,0.0,0.0,0,0.0
"Capricorn Systems Global Solutions Ltd","CAPRICORN","IT Services & Consulting",3.794108686,9.04,63.23514476,-22.8418611,0.0,1.34,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Classic Leasing & Finance Ltd","CLFL","Diversified Financials",3.793162208,12.65,-0.48568018,26.58337542,0.0,0.26,-7.8,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Dharani Finance Ltd","DHARFIN","Diversified Financials",3.7907496,7.49,12.635832,-17.46561312,0.0,1.08,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Scintilla Commercial & Credit Ltd","SCC","",3.748322521,3.79,62.47204202,-6.334717428,0.0,0.62,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"SSPN Finance Ltd","SSPNFIN","Diversified Financials",3.746470944,9.9,62.4411824,-2.275106681,0.0,0.41,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"United Textiles Ltd","UNITEDTE","Textiles",3.732942401,11.85,124.4314134,5.595237946,0.0,17.75,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gujarat Metallic Coal & Coke Ltd","GMETCOAL","Commodities Trading",3.731483535,19.5,-0.279721404,-79.14143663,0.0,0.09,-13.05,0.29,0.0,0.0,0.0,0.0,0.0,0,0.0
"Vintage Securities Ltd","VINTAGES","Consumer Finance",3.721802,10.15,-186.0901,3.131030648,0.0,0.07,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mayur Leather Products Ltd","MAYUR","Footwear",3.701416578,8.04,-7.257679564,-16.85211004,0.0,10.19,-0.48,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Systematix Securities Ltd","SYTIXSE","Diversified Financials",3.697961682,7.03,-184.8980841,0.0,0.0,0.44,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"The Indian Link Chain Manufactrers Ltd","INLCM","Commodities Trading",3.697961682,705.0,-8.039047135,-25.46752086,0.0,0.23,-0.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Taparia Tools Ltd","TAPARIA","Industrial Machinery",3.6854005,12.14,0.056611375,12.40485416,0.0,669.5,87.4,22.3,0.0,0.0,0.0,0.0,0.0,0,0.0
"Beeyu Overseas Ltd","BEEYU","Tea & Coffee",3.64648493,2.35,182.3242465,21.67286838,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jumbo Bag Ltd","JUMBO","Packaging",3.6425595,23.05,3.404261215,6.1445478,0.0,131.14,1.28,0.21,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ortel Communications Ltd","ORTEL","Cable & D2H",3.618396269,1.1,-0.164772143,-18.47330763,0.0,70.7,-21.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ashiana Agro Industries Ltd","ASHAI","Investment Banking & Brokerage",3.618205644,7.84,90.45514109,20.37818149,0.0,0.91,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Beryl Securities Ltd","BERYLSE","Diversified Financials",3.615883124,7.46,10.33109464,-13.05335628,0.0,0.8,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0,0.0
"Adishakti Loha & Ispat Ltd","ADISHAKTI","",3.59883632,7.9,179.941816,0.0,0.0,6.35,-0.01,-0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Tricom Fruit Products Ltd","TRICOMFRU","",3.568620325,1.87,-29.73850271,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Euro Ceramics Ltd","EUROCERA","Building Products - Ceramics",3.546851655,1.05,-0.008050049,-8.607946972,0.0,54.31,-440.46,0.14,-0.724331762,0.0,0.0,-0.407131876,0.0,0,0.0
"Kuberan Global Edu Solutions Ltd","KGES","",3.53898048,16.8,-353.898048,40.77832268,0.0,0.94,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Explicit Finance Ltd","EXPLICITFIN","Investment Banking & Brokerage",3.521688,3.8,-12.57745714,17.21442913,0.0,12.28,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Edelweiss Nifty 50 ETF","NIFTYEES","Equity",3.5215455,20100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Suncity Synthetics Ltd","SUNCITYSY","Textiles",3.519469667,7.47,12.56953452,-26.36262983,0.0,8.18,0.17,-0.11,0.260685834,0.0,0.0,0.0,0.0,0,0.0
"Modern Shares and Stockbrokers Ltd","MODRNSH","Investment Banking & Brokerage",3.518341814,12.61,11.72780605,2.572526517,0.0,3.27,0.39,0.09,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kome-on Communication Ltd","KOCL","Movies & TV Serials",3.509962345,2.37,-18.47348603,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hi-Klass Trading and Investment Ltd","HIKLASS","Investment Banking & Brokerage",3.4913688,5.62,-1.26e+17,-22.36355948,0.0,0.22,-2.78e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ellora Trading Ltd","VEL","",3.478082879,29.0,4.01e+17,-28.99489523,0.0,0.37,8.67e-18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Franklin Industries Ltd","FRANKLININD","Investment Banking & Brokerage",3.475714185,9.62,347.5714185,62.87720929,0.0,17.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ind Renewable Energy Ltd","INDRENEW","Renewable Energy Equipment & Services",3.473494688,11.51,-43.4186836,-31.91154515,0.0,0.06,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Krishna Filament Industries Ltd","KRIFILIND","",3.4726898,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006421535,0.0,22.47537341,0.0,0,0.0
"Hira Automobiles Ltd","HIRAUTO","Four Wheelers",3.4693344,12.6,5.687433443,-6.965842764,0.0,224.73,0.71,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ace Engitech Ltd","ACEENGITEC","",3.453452855,9.94,13.81381142,33.56042305,0.0,0.51,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Euro Multivision Ltd","EUROMULTI","Technology Hardware",3.451007105,1.45,-0.281485082,-56.23229533,0.0,0.38,-12.39,-0.13,0.0,0.0,0.0,0.0,0.0,0,0.0
"Miven Machine Tools Ltd","MIVENMACH","Industrial Machinery",3.4450145,11.47,-2.312090268,-5.869745616,0.0,2.52,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Spice Island Apparels Ltd","SPICEISL","",3.433807284,8.0,-2.601369155,-31.6988547,0.0,2.79,-1.31,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Aananda Lakshmi Spinning Mills Ltd","AANANDALAK","Textiles",3.392421996,9.7,2.589635111,-26.28641798,0.0,8.39,1.31,0.0,0.001486024,0.0,0.0,0.0,0.0,0,0.0
"Continental Controls Ltd","CONTICON","Electrical Components & Equipments",3.384721396,5.51,-9.402003878,13.09140089,0.0,9.12,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Invesco India Nifty Exchange Traded Fund","IVZINNIFTY","Equity",3.37218525,2063.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sunraj Diamond Exports Ltd","SUNRAJDI","Precious Metals, Jewellery & Watches",3.366956932,6.63,14.63894318,82.35884127,0.0,4.84,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Containerway International Ltd","CONTAINER","Logistics",3.364803319,5.05,-21.03002074,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Suryo Foods and Industries Ltd","SURFI","Packaged Foods & Meats",3.364145682,8.5,-8.853014952,-52.23004971,0.0,0.05,-0.36,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nutricircle Ltd","NUTRICIRCLE","Paper Products",3.322038291,125.5,-11.07346097,-12.6061978,0.0,0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"KD Leisures Ltd","KDLL","Diversified Financials",3.319170472,10.04,25.53208055,-12.94494367,0.0,0.33,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"Source Industries (India) Ltd","SOURCEIND","Textiles",3.3069019,2.9,-18.37167722,-68.21004913,0.0,0.05,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shamrock Industrial Company Ltd","SHAMROIN","Pharmaceuticals",3.304082914,5.82,-16.52041457,0.0,0.0,0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Pioneer Agro Extracts Ltd","PIONAGR","Packaged Foods & Meats",3.3012126,7.62,330.12126,3.617519372,0.0,0.86,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"International Data Management Ltd","IDM","IT Services & Consulting",3.298182041,15.0,-41.22727551,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"B P Capital Ltd","BPCAP","Investment Banking & Brokerage",3.2944664,5.48,-15.68793524,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Milestone Furniture Ltd","MILEFUR","Business Support Services",3.289324923,3.71,-2.14988557,0.0,0.0,0.0,-1.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Richfield Financial Services Ltd","RFSL","Investment Banking & Brokerage",3.2700872,8.72,23.35776571,-13.90182507,0.0,0.44,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Talwalkars Healthclubs Ltd","TALWGYM","Wellness Services",3.257649822,1.05,0.046398659,0.0,0.0,286.07,89.34,19.13,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sungold Capital Ltd","SUNGOLD","Diversified Financials",3.237228998,1.84,80.93072495,-5.556501437,0.0,1.36,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kinetic Trust Ltd","KINETRU","Investment Banking & Brokerage",3.2256,9.6,64.512,-2.085163764,0.0,0.27,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kiran Syntex Ltd","KIRANSY-B","Textiles",3.215401969,7.5,-40.19252461,-22.16294584,0.0,0.02,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Melstar Information Technologies Ltd","MELSTAR","IT Services & Consulting",3.211935855,2.35,-0.689256621,-13.66450566,0.0,11.21,-4.66,0.0,-0.700126212,0.0,0.0,0.0,0.0,0,0.0
"Arcee Industries Ltd","ARCEEIN","Plastic Products",3.194558452,6.53,7.099018783,228.1584663,0.0,34.25,0.63,0.18,0.0,0.0,0.0,0.0,0.0,0,0.0
"Bridge Securities Ltd","BRIDGESE","Investment Banking & Brokerage",3.141084133,9.35,-3.529308015,39.24775981,0.0,2.67,-0.9,-0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nippon India ETF Dividend Opportunities","DIVOPPBEES","Equity",3.13730683,48.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shri Kalyan Holdings Ltd","SHKALYN","Investment Banking & Brokerage",3.123800112,3.13,9.466060945,-24.55745326,0.0,1.96,0.45,0.12,-0.000672658,0.0,0.0,-0.025551321,0.0,0,0.0
"Gajanan Securities Services Ltd","GAJANANSEC","Investment Banking & Brokerage",3.102,10.0,2.404651163,-8.352493195,0.0,0.75,0.64,-0.65,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gangotri Textiles Ltd","GANGOTRI","Apparel & Accessories",3.096683337,0.95,-154.8341668,-52.14242706,0.0,0.06,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"GB Global Ltd","GBGLOBAL","Textiles",3.08229435,9.3,0.002774992,19.22005276,0.0,1253.07,1103.55,-7.19,0.0,0.0,0.0,0.0,0.0,0,0.0
"Encode Packaging India Ltd","ENCODE","",3.077905157,9.29,61.55810315,-29.48517098,0.0,1.06,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indian Bright Steel Co Ltd","IBRIGST","Iron & Steel",3.07,30.7,-17.05555556,-19.72584382,0.0,0.02,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Unimode Overseas Ltd","UNIMOVR","Textiles",3.054721236,64.05,-76.36803091,-41.17765539,0.0,0.05,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Karnimata Cold Storage Ltd","KCSL","Logistics",3.052738206,6.0,6.105476411,-1.588108587,0.0,4.56,0.53,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"High Street Filatex Ltd","HIGHSTREE","Textiles",3.042457996,47.0,2.237101468,30.68988339,0.0,1.83,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rajvir Industries Ltd","RAJVIR","Textiles",3.0360936,7.6,-0.092479245,-18.32262173,0.0,37.39,-28.9,3.93,0.0,0.0,0.0,0.0,0.0,0,0.0
"New Light Apparels Ltd","NEWLIGHT","",3.018152643,13.75,-2.494341027,-3.843392063,0.0,6.19,-1.64,-0.43,0.0,0.0,0.0,-0.007057549,0.0,0,0.0
"Capfin India Ltd","CAPFIN","Specialized Finance",3.007935,10.5,60.1587,-3.03597339,0.0,0.18,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gopal Iron and Steels Company (Gujarat) Ltd","GOPAIST","Iron & Steel",2.997778623,5.95,-18.7361164,-53.24758239,0.0,0.13,-0.16,0.0,0.0,0.0,0.0,2.735352138,0.0,0,0.0
"Kovalam Investment and Trading Co Ltd","ZKOVALIN","Investment Banking & Brokerage",2.993388244,13.46,1.65380566,-3.179759989,0.0,2.11,1.99,0.18,0.0,0.0,0.0,0.0,0.0,0,0.0
"Vallabh Steels Ltd","VALLABHSQ","Building Products - Pipes",2.9898,6.04,-0.323921993,-62.08563391,0.0,0.94,-9.32,-0.09,0.0,0.0,0.0,0.0,0.0,0,0.0
"Quintegra Solutions Ltd","QUINTEGRA","Software Services",2.947896418,1.1,-49.13160697,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Carnation Industries Ltd","CARNATIN","Iron & Steel",2.938586,8.5,-3.866560526,-53.73589757,0.0,1.81,-0.64,0.12,0.0,0.0,0.0,0.0,0.0,0,0.0
"Padmanabh Industries Ltd","PADMAIND","Diversified Chemicals",2.905045,4.78,-1.874222581,-35.89623864,0.0,0.21,-1.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"GCM Commodity & Derivatives Ltd","GCMCOMM","Investment Banking & Brokerage",2.89653,3.9,-32.18366667,-12.94494367,0.0,0.26,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Standard Capital Markets Ltd","STANCAP","Consumer Finance",2.874487481,7.19,31.93874979,-12.94494367,0.0,0.52,0.1,0.01,0.0,0.0,0.0,-13.41621459,0.0,0,0.0
"Manor Estates and Industries Ltd","KARANWO","Textiles",2.864201251,3.65,-1.627387075,0.0,0.0,0.0,-1.75,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"City Online Services Ltd","CITYONLINE","Cable & D2H",2.839020131,5.77,-1.660245691,-11.07586968,0.0,10.42,-1.62,0.09,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jagsonpal Finance and Leasing Ltd","JAGSONFI","Investment Banking & Brokerage",2.836642841,5.16,-56.73285683,-11.41672897,0.0,0.06,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Adjia Technologies Ltd","ADJIA","",2.81572797,31.0,-16.5631057,35.09600385,0.0,0.09,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mideast Portfolio Management Ltd","MIDEASTP","Investment Banking & Brokerage",2.79668,5.56,93.22266667,-17.0441666,0.0,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"IDFC NIFTY ETF","IDFNIFTYET","Equity",2.786231955,198.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Diksha Greens Ltd","DGL","Wood Products",2.771181014,2.85,-0.144107177,0.0,0.0,0.0,-19.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rose Merc Ltd","ROSEMER","Commodities Trading",2.687718528,26.0,-9.267994926,-21.00068459,0.0,0.32,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SVA India Ltd","SVAINDIA","Commodities Trading",2.6850138,8.13,-44.75023,-8.449497261,0.0,1.64,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Narmada Macplast Drip Irrigation Systems Ltd","NARMP","Agricultural & Farm Machinery",2.636090986,6.93,131.8045493,15.8872084,0.0,12.52,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Interactive Financial Services Ltd","IFINSER","Investment Banking & Brokerage",2.635010081,8.75,2.635010081,14.48435756,0.0,1.77,1.21,0.21,0.0,0.0,0.0,0.0,0.0,0,0.0
"Santosh Fine Fab Ltd","SANTOSHF","Textiles",2.608204,7.4,-32.60255,-13.22390965,0.0,13.29,-0.12,-0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"N2N Technologies Ltd","NNTL","",2.58105732,8.0,-0.553874961,0.0,0.0,0.0,-4.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SPV Global Trading Ltd","SPVGLOBAL","Investment Banking & Brokerage",2.57152,13.12,0.154445646,183.9105542,0.0,538.63,44.52,27.87,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jauss Polymers Ltd","JAUSPOL","Packaging",2.567194125,5.3,-10.2687765,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nutech Global Ltd","NUTECGLOB","Textiles",2.561548074,8.0,32.01935092,-8.56832285,0.0,24.92,0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shree Hanuman Sugar & Industries Ltd","HANSUGAR","Sugar",2.553,5.27,-0.042713736,-23.63262652,0.0,0.2,-59.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Cox & Kings Financial Service Ltd","CKFSL","Diversified Financials",2.551582018,0.35,-0.04686101,0.0,0.0,0.0,-54.45,0.0,-3.43e-05,-13.11167194,0.0,-1.296004497,0.0,0,0.0
"Ozone World Ltd","OZONEWORLD","Commodities Trading",2.539891329,7.2,84.6630443,-36.71703456,0.0,0.34,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"T Spiritual World Ltd","TSPIRITUAL","Commodities Trading",2.538854582,1.3,-2.15157168,-45.18117455,0.0,0.05,-1.18,0.0,1.932556744,0.0,0.0,0.0,0.0,0,0.0
"Natura Hue Chem Ltd","NATHUEC","Ports",2.527239984,5.61,-126.3619992,-44.50558472,0.0,0.13,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hit Kit Global Solutions Ltd","HITKITGLO","FMCG - Foods",2.514613944,0.71,-27.94015493,4.43690269,0.0,0.41,-0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Purohit Construction Ltd","PUROHITCON","Construction & Engineering",2.514211765,5.71,-3.397583467,-50.3290506,0.0,0.27,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gaekwar Mills Ltd","ZGAEKWAR","Textiles",2.51,12.55,-0.382621951,5.115774595,0.0,0.77,-6.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Promact Impex Ltd","PROMACT","Plastic Products",2.505661878,4.04,-1.716206766,-64.46543052,0.0,0.08,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Blue Chip India Ltd","BLUECHIP","Asset Management",2.4886953,0.45,-10.36956375,-72.02839218,0.0,0.01,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Regency Trust Ltd","REGTRUS","Investment Banking & Brokerage",2.458644794,2.5,-81.95482647,-0.59175754,0.0,1.66,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ishaan Infrastructures and Shelters Ltd","IISL","",2.439579503,3.8,-24.39579503,-59.71302345,0.0,0.22,-0.09,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shivansh Finserve Ltd","SHIVA","Investment Banking & Brokerage",2.419786213,4.01,26.88651348,37.97296615,0.0,1.75,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0,0.0
"Cistro Telelink Ltd","CISTRO","Telecom Services",2.413121,0.47,-241.3121,0.0,0.0,0.29,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Union Quality Plastics Ltd","UNQTYMI","Plastic Products",2.412755088,5.11,-0.445157765,-45.38563274,0.0,2.1,-5.4,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Oscar Global Ltd","OSCARGLO","Apparel & Accessories",2.39118198,7.61,1.374242517,-16.56640071,0.0,3.76,1.86,0.12,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rahul Merchandising Ltd","RAHME","Textiles",2.36374425,6.73,-118.1872125,10.75663432,0.0,0.05,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jaihind Projects Ltd","JAIHINDPRO","Construction & Engineering",2.34178632,2.4,-0.03330659,-38.33292742,0.0,29.63,-68.72,1.59,0.0,0.0,0.0,0.0,0.0,0,0.0
"EMA India Ltd","EMAINDIA","Auto Parts",2.335337761,23.0,-5.838344402,-29.91294922,0.0,0.23,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
